UDI,Product ID,timestamp,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
277,M15136,2023-10-04 08:00:00,M,298.0,307.9,1750,26.6,67,0,0,0,0,0,0
278,H29691,2023-10-05 08:00:00,H,298.0,308.0,1479,50.7,70,0,0,0,0,0,0
279,M15138,2023-10-06 08:00:00,M,298.0,308.0,1620,29.4,75,0,0,0,0,0,0
280,L47459,2023-10-07 08:00:00,L,298.0,308.1,1819,23.4,78,0,0,0,0,0,0
281,M15140,2023-10-08 08:00:00,M,298.1,308.1,1456,43.7,80,0,0,0,0,0,0
282,L47461,2023-10-09 08:00:00,L,298.1,308.0,1626,36.5,83,0,0,0,0,0,0
283,M15142,2023-10-10 08:00:00,M,298.1,308.1,1390,49.8,85,0,0,0,0,0,0
284,L47463,2023-10-11 08:00:00,L,298.2,308.2,1469,43.0,88,0,0,0,0,0,0
285,L47464,2023-10-12 08:00:00,L,298.2,308.3,2051,19.2,90,0,0,0,0,0,0
286,L47465,2023-10-13 08:00:00,L,298.2,308.3,1568,36.0,92,0,0,0,0,0,0
287,L47466,2023-10-14 08:00:00,L,298.2,308.3,1589,33.2,94,0,0,0,0,0,0
288,L47467,2023-10-15 08:00:00,L,298.2,308.3,1805,31.6,96,0,0,0,0,0,0
289,H29702,2023-10-16 08:00:00,H,298.2,308.4,1385,42.2,98,0,0,0,0,0,0
290,L47469,2023-10-17 08:00:00,L,298.1,308.4,1436,46.7,103,0,0,0,0,0,0
291,L47470,2023-10-18 08:00:00,L,298.1,308.4,1438,45.6,105,0,0,0,0,0,0
292,L47471,2023-10-19 08:00:00,L,298.0,308.3,1473,42.6,107,0,0,0,0,0,0
293,L47472,2023-10-20 08:00:00,L,298.1,308.4,1335,40.2,109,0,0,0,0,0,0
294,H29707,2023-10-21 08:00:00,H,298.1,308.5,1392,44.8,111,0,0,0,0,0,0
295,M15154,2023-10-22 08:00:00,M,298.1,308.5,1372,51.1,116,0,0,0,0,0,0
296,M15155,2023-10-23 08:00:00,M,298.1,308.6,1716,30.7,119,0,0,0,0,0,0
297,L47476,2023-10-24 08:00:00,L,298.0,308.5,1395,46.2,122,0,0,0,0,0,0
298,L47477,2023-10-25 08:00:00,L,298.0,308.5,1713,25.3,124,0,0,0,0,0,0
299,H29712,2023-10-26 08:00:00,H,297.9,308.5,2129,18.7,126,0,0,0,0,0,0
300,M15159,2023-10-27 08:00:00,M,297.8,308.3,1567,35.6,131,0,0,0,0,0,0
301,L47480,2023-10-28 08:00:00,L,297.8,308.4,1622,38.3,134,0,0,0,0,0,0
302,L47481,2023-10-29 08:00:00,L,297.7,308.4,1740,27.1,136,0,0,0,0,0,0
303,H29716,2023-10-30 08:00:00,H,297.8,308.4,1512,35.1,138,0,0,0,0,0,0
304,M15163,2023-10-31 08:00:00,M,297.8,308.4,1479,43.5,143,0,0,0,0,0,0
305,L47484,2023-11-01 08:00:00,L,297.8,308.4,1737,27.5,146,0,0,0,0,0,0
306,L47485,2023-11-02 08:00:00,L,297.8,308.4,2129,19.2,148,0,0,0,0,0,0
307,L47486,2023-11-03 08:00:00,L,297.8,308.4,1374,47.1,150,0,0,0,0,0,0
308,M15167,2023-11-04 08:00:00,M,297.8,308.4,1579,36.6,152,0,0,0,0,0,0
309,L47488,2023-11-05 08:00:00,L,297.9,308.5,1305,47.2,155,0,0,0,0,0,0
310,M15169,2023-11-06 08:00:00,M,297.9,308.5,1449,40.8,157,0,0,0,0,0,0
311,H29724,2023-11-07 08:00:00,H,298.0,308.6,1526,41.8,160,0,0,0,0,0,0
312,M15171,2023-11-08 08:00:00,M,298.0,308.6,1453,44.1,165,0,0,0,0,0,0
313,L47492,2023-11-09 08:00:00,L,297.9,308.6,1468,36.0,168,0,0,0,0,0,0
314,L47493,2023-11-10 08:00:00,L,298.0,308.6,1313,50.8,170,0,0,0,0,0,0
315,M15174,2023-11-11 08:00:00,M,297.9,308.5,1300,53.0,172,0,0,0,0,0,0
316,L47495,2023-11-12 08:00:00,L,297.9,308.4,1646,40.6,175,0,0,0,0,0,0
317,L47496,2023-11-13 08:00:00,L,297.8,308.4,1714,33.2,177,0,0,0,0,0,0
318,L47497,2023-11-14 08:00:00,L,297.8,308.4,1685,28.4,179,0,0,0,0,0,0
319,L47498,2023-11-15 08:00:00,L,297.8,308.4,1512,39.9,181,0,0,0,0,0,0
320,L47499,2023-11-16 08:00:00,L,297.8,308.4,1612,32.1,183,0,0,0,0,0,0
321,H29734,2023-11-17 08:00:00,H,297.8,308.4,1550,38.2,185,0,0,0,0,0,0
322,L47501,2023-11-18 08:00:00,L,297.8,308.4,1518,32.5,190,0,0,0,0,0,0
323,L47502,2023-11-19 08:00:00,L,297.8,308.5,1448,40.0,192,0,0,0,0,0,0
324,L47503,2023-11-20 08:00:00,L,297.8,308.5,1561,46.3,194,0,0,0,0,0,0
325,M15184,2023-11-21 08:00:00,M,297.8,308.5,1488,41.9,196,0,0,0,0,0,0
326,L47505,2023-11-22 08:00:00,L,297.8,308.5,1699,27.8,199,0,0,0,0,0,0
327,L47506,2023-11-23 08:00:00,L,297.7,308.5,1501,41.4,201,0,0,0,0,0,0
328,L47507,2023-11-24 08:00:00,L,297.7,308.5,1373,56.7,203,1,0,0,0,1,0
329,H29742,2023-11-25 08:00:00,H,297.6,308.4,1703,31.4,205,0,0,0,0,0,0
330,H29743,2023-11-26 08:00:00,H,297.7,308.5,1720,29.9,210,0,0,0,0,0,0
331,M15190,2023-11-27 08:00:00,M,297.6,308.4,1398,41.9,215,0,0,0,0,0,0
332,M15191,2023-11-28 08:00:00,M,297.6,308.4,1391,51.9,218,0,0,0,0,0,0
333,M15192,2023-11-29 08:00:00,M,297.6,308.3,1538,40.2,0,0,0,0,0,0,0
334,L47513,2023-11-30 08:00:00,L,297.5,308.2,1647,31.3,3,0,0,0,0,0,0
335,M15194,2023-12-01 08:00:00,M,297.5,308.1,1469,44.8,5,0,0,0,0,0,0
336,L47515,2023-12-02 08:00:00,L,297.4,308.1,1749,25.9,8,0,0,0,0,0,0
337,M15196,2023-12-03 08:00:00,M,297.6,308.2,1995,20.5,10,0,0,0,0,0,0
338,L47517,2023-12-04 08:00:00,L,297.6,308.3,1742,27.7,13,0,0,0,0,0,0
339,L47518,2023-12-05 08:00:00,L,297.5,308.2,1563,38.2,15,0,0,0,0,0,0
340,M15199,2023-12-06 08:00:00,M,297.5,308.2,1713,32.2,17,0,0,0,0,0,0
341,L47520,2023-12-07 08:00:00,L,297.4,308.1,1474,39.4,20,0,0,0,0,0,0
342,M15201,2023-12-08 08:00:00,M,297.4,308.2,1530,32.6,22,0,0,0,0,0,0
343,L47522,2023-12-09 08:00:00,L,297.4,308.2,1471,46.5,25,0,0,0,0,0,0
344,L47523,2023-12-10 08:00:00,L,297.5,308.3,1388,48.6,27,0,0,0,0,0,0
345,M15204,2023-12-11 08:00:00,M,297.5,308.2,2448,13.8,29,0,0,0,0,0,0
346,L47525,2023-12-12 08:00:00,L,297.5,308.3,1585,32.9,32,0,0,0,0,0,0
347,M15206,2023-12-13 08:00:00,M,297.5,308.3,1459,45.2,34,0,0,0,0,0,0
348,L47527,2023-12-14 08:00:00,L,297.5,308.3,1544,40.8,37,0,0,0,0,0,0
349,L47528,2023-12-15 08:00:00,L,297.6,308.3,1617,31.7,39,0,0,0,0,0,0
350,L47529,2023-12-16 08:00:00,L,297.6,308.3,1595,34.3,41,0,0,0,0,0,0
351,H29764,2023-12-17 08:00:00,H,297.6,308.3,1400,44.3,43,0,0,0,0,0,0
352,M15211,2023-12-18 08:00:00,M,297.6,308.4,1611,31.0,48,0,0,0,0,0,0
353,M15212,2023-12-19 08:00:00,M,297.6,308.4,1507,46.0,51,0,0,0,0,0,0
354,H29767,2023-12-20 08:00:00,H,297.5,308.3,1674,30.0,54,0,0,0,0,0,0
355,L47534,2023-12-21 08:00:00,L,297.6,308.3,1658,34.3,59,0,0,0,0,0,0
356,L47535,2023-12-22 08:00:00,L,297.6,308.3,1623,36.9,61,0,0,0,0,0,0
357,M15216,2023-12-23 08:00:00,M,297.6,308.4,1398,48.9,63,0,0,0,0,0,0
358,L47537,2023-12-24 08:00:00,L,297.6,308.4,1517,34.2,66,0,0,0,0,0,0
359,M15218,2023-12-25 08:00:00,M,297.6,308.3,1467,36.7,68,0,0,0,0,0,0
360,M15219,2023-12-26 08:00:00,M,297.6,308.3,1567,34.6,71,0,0,0,0,0,0
361,M15220,2023-12-27 08:00:00,M,297.5,308.3,1521,38.2,74,0,0,0,0,0,0
362,L47541,2023-12-28 08:00:00,L,297.5,308.3,1596,36.8,77,0,0,0,0,0,0
363,H29776,2023-12-29 08:00:00,H,297.6,308.3,1640,30.9,79,0,0,0,0,0,0
364,L47543,2023-12-30 08:00:00,L,297.6,308.3,1438,47.8,84,0,0,0,0,0,0
365,L47544,2023-12-31 08:00:00,L,297.6,308.4,1407,55.2,86,0,0,0,0,0,0
366,L47545,2024-01-01 08:00:00,L,297.6,308.4,1353,57.5,88,0,0,0,0,0,0
367,M15226,2024-01-02 08:00:00,M,297.6,308.5,1552,40.9,90,0,0,0,0,0,0
368,M15227,2024-01-03 08:00:00,M,297.6,308.4,1569,38.3,93,0,0,0,0,0,0
369,L47548,2024-01-04 08:00:00,L,297.5,308.4,1489,39.5,96,0,0,0,0,0,0
370,H29783,2024-01-05 08:00:00,H,297.5,308.4,1587,36.1,98,0,0,0,0,0,0
371,M15230,2024-01-06 08:00:00,M,297.5,308.3,1622,37.2,103,0,0,0,0,0,0
372,L47551,2024-01-07 08:00:00,L,297.5,308.4,1604,38.1,106,0,0,0,0,0,0
373,M15232,2024-01-08 08:00:00,M,297.4,308.3,1405,51.7,108,0,0,0,0,0,0
374,L47553,2024-01-09 08:00:00,L,297.4,308.3,1412,42.0,111,0,0,0,0,0,0
375,L47554,2024-01-10 08:00:00,L,297.4,308.3,1431,43.0,113,0,0,0,0,0,0
376,L47555,2024-01-11 08:00:00,L,297.4,308.2,1533,37.4,115,0,0,0,0,0,0
377,M15236,2024-01-12 08:00:00,M,297.4,308.2,1401,51.9,117,0,0,0,0,0,0
378,M15237,2024-01-13 08:00:00,M,297.4,308.2,1424,53.9,120,0,0,0,0,0,0
379,L47558,2024-01-14 08:00:00,L,297.3,308.2,1754,29.4,123,0,0,0,0,0,0
380,L47559,2024-01-15 08:00:00,L,297.3,308.2,1754,26.8,125,0,0,0,0,0,0
381,L47560,2024-01-16 08:00:00,L,297.5,308.3,2564,12.8,127,1,0,0,1,0,0
382,L47561,2024-01-17 08:00:00,L,297.5,308.5,1546,40.4,129,0,0,0,0,0,0
383,L47562,2024-01-18 08:00:00,L,297.5,308.5,1335,48.0,131,0,0,0,0,0,0
384,M15243,2024-01-19 08:00:00,M,297.5,308.6,1842,27.0,133,0,0,0,0,0,0
385,L47564,2024-01-20 08:00:00,L,297.5,308.5,1712,26.8,136,0,0,0,0,0,0
386,M15245,2024-01-21 08:00:00,M,297.6,308.6,1414,45.4,138,0,0,0,0,0,0
387,L47566,2024-01-22 08:00:00,L,297.6,308.7,1319,50.9,141,0,0,0,0,0,0
388,L47567,2024-01-23 08:00:00,L,297.7,308.7,1249,60.4,143,0,0,0,0,0,0
389,L47568,2024-01-24 08:00:00,L,297.6,308.7,1455,48.2,145,0,0,0,0,0,0
390,M15249,2024-01-25 08:00:00,M,297.6,308.7,1408,54.8,147,0,0,0,0,0,0
391,L47570,2024-01-26 08:00:00,L,297.6,308.7,1460,46.7,150,0,0,0,0,0,0
392,L47571,2024-01-27 08:00:00,L,297.6,308.6,1491,38.1,152,0,0,0,0,0,0
393,M15252,2024-01-28 08:00:00,M,297.6,308.5,1490,43.4,154,0,0,0,0,0,0
394,M15253,2024-01-29 08:00:00,M,297.5,308.4,1350,52.2,157,0,0,0,0,0,0
395,L47574,2024-01-30 08:00:00,L,297.5,308.4,1528,39.9,160,0,0,0,0,0,0
396,L47575,2024-01-31 08:00:00,L,297.4,308.3,1571,37.7,162,0,0,0,0,0,0
397,L47576,2024-02-01 08:00:00,L,297.4,308.3,1490,42.6,164,0,0,0,0,0,0
398,M15257,2024-02-02 08:00:00,M,297.4,308.3,1774,28.9,166,0,0,0,0,0,0
399,H29812,2024-02-03 08:00:00,H,297.4,308.3,1502,43.6,169,0,0,0,0,0,0
400,L47579,2024-02-04 08:00:00,L,297.4,308.4,1392,49.7,174,0,0,0,0,0,0
401,L47580,2024-02-05 08:00:00,L,297.4,308.5,2100,16.9,176,0,0,0,0,0,0
402,L47581,2024-02-06 08:00:00,L,297.5,308.5,1722,30.4,178,0,0,0,0,0,0
403,L47582,2024-02-07 08:00:00,L,297.4,308.6,1678,32.3,180,0,0,0,0,0,0
404,L47583,2024-02-08 08:00:00,L,297.3,308.6,1273,59.8,182,0,0,0,0,0,0
405,L47584,2024-02-09 08:00:00,L,297.3,308.6,1297,45.9,184,0,0,0,0,0,0
406,L47585,2024-02-10 08:00:00,L,297.3,308.5,1350,57.6,186,0,0,0,0,0,0
407,L47586,2024-02-11 08:00:00,L,297.4,308.6,1439,51.9,188,0,0,0,0,0,0
408,M15267,2024-02-12 08:00:00,M,297.4,308.5,1600,42.1,190,0,0,0,0,0,0
409,M15268,2024-02-13 08:00:00,M,297.4,308.6,1434,44.4,193,0,0,0,0,0,0
410,L47589,2024-02-14 08:00:00,L,297.4,308.6,1459,41.3,196,0,0,0,0,0,0
411,M15270,2024-02-15 08:00:00,M,297.5,308.6,1472,44.9,198,0,0,0,0,0,0
412,L47591,2024-02-16 08:00:00,L,297.5,308.7,1429,44.3,201,0,0,0,0,0,0
413,L47592,2024-02-17 08:00:00,L,297.5,308.6,1388,48.2,203,0,0,0,0,0,0
414,L47593,2024-02-18 08:00:00,L,297.4,308.4,1573,34.5,205,0,0,0,0,0,0
415,L47594,2024-02-19 08:00:00,L,297.4,308.4,1588,32.5,207,0,0,0,0,0,0
416,L47595,2024-02-20 08:00:00,L,297.5,308.4,1511,42.8,209,0,0,0,0,0,0
417,L47596,2024-02-21 08:00:00,L,297.4,308.5,1495,37.8,211,0,0,0,0,0,0
418,L47597,2024-02-22 08:00:00,L,297.4,308.4,1394,50.1,213,0,0,0,0,0,0
419,L47598,2024-02-23 08:00:00,L,297.4,308.4,2151,17.7,0,0,0,0,0,0,0
420,M15279,2024-02-24 08:00:00,M,297.3,308.3,1501,38.2,2,0,0,0,0,0,0
421,M15280,2024-02-25 08:00:00,M,297.3,308.3,1301,39.6,5,0,0,0,0,0,0
422,M15281,2024-02-26 08:00:00,M,297.3,308.3,1657,31.1,8,0,0,0,0,0,0
423,L47602,2024-02-27 08:00:00,L,297.3,308.3,1333,55.2,11,0,0,0,0,0,0
424,L47603,2024-02-28 08:00:00,L,297.3,308.3,1484,43.9,13,0,0,0,0,0,0
425,L47604,2024-02-29 08:00:00,L,297.3,308.4,1430,45.7,15,0,0,0,0,0,0
426,M15285,2024-03-01 08:00:00,M,297.3,308.4,1665,28.9,17,0,0,0,0,0,0
427,L47606,2024-03-02 08:00:00,L,297.4,308.5,1501,44.9,20,0,0,0,0,0,0
428,M15287,2024-03-03 08:00:00,M,297.5,308.5,1496,42.2,22,0,0,0,0,0,0
429,M15288,2024-03-04 08:00:00,M,297.6,308.6,1595,36.9,25,0,0,0,0,0,0
430,L47609,2024-03-05 08:00:00,L,297.5,308.6,1208,62.3,28,0,0,0,0,0,0
431,L47610,2024-03-06 08:00:00,L,297.5,308.6,1596,37.1,30,0,0,0,0,0,0
432,L47611,2024-03-07 08:00:00,L,297.5,308.5,1446,41.9,32,0,0,0,0,0,0
433,M15292,2024-03-08 08:00:00,M,297.6,308.5,1466,39.7,34,0,0,0,0,0,0
434,M15293,2024-03-09 08:00:00,M,297.6,308.5,1848,23.7,37,0,0,0,0,0,0
435,M15294,2024-03-10 08:00:00,M,297.5,308.5,1484,44.7,40,0,0,0,0,0,0
436,L47615,2024-03-11 08:00:00,L,297.4,308.3,1493,41.2,43,0,0,0,0,0,0
437,L47616,2024-03-12 08:00:00,L,297.3,308.3,1504,36.3,45,0,0,0,0,0,0
438,L47617,2024-03-13 08:00:00,L,297.3,308.3,1538,38.5,47,0,0,0,0,0,0
439,L47618,2024-03-14 08:00:00,L,297.4,308.4,1341,52.2,49,0,0,0,0,0,0
440,M15299,2024-03-15 08:00:00,M,297.4,308.3,1535,34.6,51,0,0,0,0,0,0
441,L47620,2024-03-16 08:00:00,L,297.4,308.5,1389,39.2,54,0,0,0,0,0,0
442,H29855,2024-03-17 08:00:00,H,297.5,308.5,1393,46.6,56,0,0,0,0,0,0
443,L47622,2024-03-18 08:00:00,L,297.4,308.5,1399,61.5,61,1,0,0,1,0,0
444,H29857,2024-03-19 08:00:00,H,297.4,308.5,1469,45.1,63,0,0,0,0,0,0
445,L47624,2024-03-20 08:00:00,L,297.4,308.4,1582,37.2,68,0,0,0,0,0,0
446,L47625,2024-03-21 08:00:00,L,297.5,308.6,1793,26.7,70,0,0,0,0,0,0
447,L47626,2024-03-22 08:00:00,L,297.5,308.6,1452,39.0,72,0,0,0,0,0,0
448,M15307,2024-03-23 08:00:00,M,297.6,308.7,1376,59.9,74,0,0,0,0,0,0
449,L47628,2024-03-24 08:00:00,L,297.5,308.6,1552,44.9,77,0,0,0,0,0,0
450,L47629,2024-03-25 08:00:00,L,297.6,308.7,1622,37.9,79,0,0,0,0,0,0
451,M15310,2024-03-26 08:00:00,M,297.6,308.7,1419,41.7,81,0,0,0,0,0,0
452,H29865,2024-03-27 08:00:00,H,297.5,308.6,1440,46.1,84,0,0,0,0,0,0
453,M15312,2024-03-28 08:00:00,M,297.4,308.6,1643,31.0,89,0,0,0,0,0,0
454,L47633,2024-03-29 08:00:00,L,297.4,308.7,1510,36.2,92,0,0,0,0,0,0
455,L47634,2024-03-30 08:00:00,L,297.4,308.7,1468,46.6,94,0,0,0,0,0,0
456,L47635,2024-03-31 08:00:00,L,297.4,308.7,1429,57.4,96,0,0,0,0,0,0
457,H29870,2024-04-01 08:00:00,H,297.3,308.7,1478,47.6,98,0,0,0,0,0,0
458,L47637,2024-04-02 08:00:00,L,297.4,308.6,1276,53.6,103,0,0,0,0,0,0
459,L47638,2024-04-03 08:00:00,L,297.3,308.6,1486,42.6,105,0,0,0,0,0,0
460,L47639,2024-04-04 08:00:00,L,297.4,308.6,1476,42.3,107,0,0,0,0,0,0
461,H29874,2024-04-05 08:00:00,H,297.3,308.6,1431,42.0,109,0,0,0,0,0,0
462,L47641,2024-04-06 08:00:00,L,297.4,308.7,1402,40.2,114,0,0,0,0,0,0
463,L47642,2024-04-07 08:00:00,L,297.4,308.7,1433,43.4,116,0,0,0,0,0,0
464,L47643,2024-04-08 08:00:00,L,297.4,308.7,2874,4.2,118,1,0,0,1,0,0
465,L47644,2024-04-09 08:00:00,L,297.3,308.6,1511,35.7,120,0,0,0,0,0,0
466,M15325,2024-04-10 08:00:00,M,297.3,308.6,1456,42.9,122,0,0,0,0,0,0
467,L47646,2024-04-11 08:00:00,L,297.2,308.5,1550,41.5,125,0,0,0,0,0,0
468,L47647,2024-04-12 08:00:00,L,297.2,308.5,2182,16.5,127,0,0,0,0,0,0
469,L47648,2024-04-13 08:00:00,L,297.3,308.7,1619,31.6,129,0,0,0,0,0,0
470,M15329,2024-04-14 08:00:00,M,297.3,308.8,1586,32.7,131,0,0,0,0,0,0
471,H29884,2024-04-15 08:00:00,H,297.3,308.8,1499,44.2,134,0,0,0,0,0,0
472,H29885,2024-04-16 08:00:00,H,297.3,308.8,1419,42.4,139,0,0,0,0,0,0
473,M15332,2024-04-17 08:00:00,M,297.4,309.0,1497,41.8,144,0,0,0,0,0,0
474,M15333,2024-04-18 08:00:00,M,297.4,309.0,1520,37.0,147,0,0,0,0,0,0
475,L47654,2024-04-19 08:00:00,L,297.4,309.1,1478,49.8,150,0,0,0,0,0,0
476,L47655,2024-04-20 08:00:00,L,297.4,309.1,1380,41.1,152,0,0,0,0,0,0
477,L47656,2024-04-21 08:00:00,L,297.4,309.0,1570,37.9,154,0,0,0,0,0,0
478,H29891,2024-04-22 08:00:00,H,297.4,309.0,1468,41.4,156,0,0,0,0,0,0
479,L47658,2024-04-23 08:00:00,L,297.4,309.0,1833,22.6,161,0,0,0,0,0,0
480,M15339,2024-04-24 08:00:00,M,297.4,308.9,1323,57.3,163,0,0,0,0,0,0
481,L47660,2024-04-25 08:00:00,L,297.4,309.0,1583,32.0,166,0,0,0,0,0,0
482,M15341,2024-04-26 08:00:00,M,297.3,309.0,1556,39.5,168,0,0,0,0,0,0
483,L47662,2024-04-27 08:00:00,L,297.3,309.0,1548,37.4,171,0,0,0,0,0,0
484,L47663,2024-04-28 08:00:00,L,297.4,309.0,1324,56.9,173,0,0,0,0,0,0
485,L47664,2024-04-29 08:00:00,L,297.4,309.0,1568,33.7,175,0,0,0,0,0,0
486,M15345,2024-04-30 08:00:00,M,297.4,309.0,1685,30.7,177,0,0,0,0,0,0
487,M15346,2024-05-01 08:00:00,M,297.4,309.1,1582,35.9,180,0,0,0,0,0,0
488,M15347,2024-05-02 08:00:00,M,297.4,309.1,1463,35.0,183,0,0,0,0,0,0
489,L47668,2024-05-03 08:00:00,L,297.4,309.2,1584,42.8,186,0,0,0,0,0,0
490,M15349,2024-05-04 08:00:00,M,297.5,309.2,1347,55.8,188,0,0,0,0,0,0
491,L47670,2024-05-05 08:00:00,L,297.4,309.2,1459,37.9,191,0,0,0,0,0,0
492,L47671,2024-05-06 08:00:00,L,297.4,309.2,1420,45.6,193,0,0,0,0,0,0
493,L47672,2024-05-07 08:00:00,L,297.5,309.3,1404,43.5,195,0,0,0,0,0,0
494,L47673,2024-05-08 08:00:00,L,297.5,309.3,1470,38.8,197,0,0,0,0,0,0
495,L47674,2024-05-09 08:00:00,L,297.6,309.4,1326,49.8,199,0,0,0,0,0,0
496,H29909,2024-05-10 08:00:00,H,297.5,309.3,1459,49.7,201,0,0,0,0,0,0
497,M15356,2024-05-11 08:00:00,M,297.5,309.2,1530,40.0,206,0,0,0,0,0,0
498,L47677,2024-05-12 08:00:00,L,297.4,309.0,1505,39.2,209,0,0,0,0,0,0
499,L47678,2024-05-13 08:00:00,L,297.5,309.1,1611,30.2,211,0,0,0,0,0,0
500,L47679,2024-05-14 08:00:00,L,297.5,309.1,1515,35.1,213,0,0,0,0,0,0
501,M15360,2024-05-15 08:00:00,M,297.5,309.2,1804,27.4,215,0,0,0,0,0,0
502,M15361,2024-05-16 08:00:00,M,297.6,309.3,1464,46.2,218,0,0,0,0,0,0
503,L47682,2024-05-17 08:00:00,L,297.6,309.2,1390,43.3,221,0,0,0,0,0,0
504,M15363,2024-05-18 08:00:00,M,297.6,309.2,1442,48.1,0,0,0,0,0,0,0
505,M15364,2024-05-19 08:00:00,M,297.6,309.3,1529,41.9,3,0,0,0,0,0,0
506,L47685,2024-05-20 08:00:00,L,297.6,309.3,1610,35.0,6,0,0,0,0,0,0
507,L47686,2024-05-21 08:00:00,L,297.6,309.3,1543,34.3,8,0,0,0,0,0,0
508,H29921,2024-05-22 08:00:00,H,297.8,309.4,1445,48.2,10,0,0,0,0,0,0
509,L47688,2024-05-23 08:00:00,L,297.7,309.3,1893,24.6,15,0,0,0,0,0,0
510,M15369,2024-05-24 08:00:00,M,297.6,309.3,1415,41.3,17,0,0,0,0,0,0
511,L47690,2024-05-25 08:00:00,L,297.5,309.3,1564,37.5,20,0,0,0,0,0,0
512,L47691,2024-05-26 08:00:00,L,297.5,309.3,1479,39.4,22,0,0,0,0,0,0
513,L47692,2024-05-27 08:00:00,L,297.5,309.2,1426,44.8,24,0,0,0,0,0,0
514,L47693,2024-05-28 08:00:00,L,297.4,309.2,1428,38.8,26,0,0,0,0,0,0
515,L47694,2024-05-29 08:00:00,L,297.4,309.2,1620,33.2,28,0,0,0,0,0,0
516,L47695,2024-05-30 08:00:00,L,297.5,309.2,1715,28.0,30,0,0,0,0,0,0
517,L47696,2024-05-31 08:00:00,L,297.5,309.3,1732,29.9,32,0,0,0,0,0,0
518,M15377,2024-06-01 08:00:00,M,297.5,309.4,1391,58.2,34,0,0,0,0,0,0
519,L47698,2024-06-02 08:00:00,L,297.6,309.5,1924,20.6,37,0,0,0,0,0,0
520,M15379,2024-06-03 08:00:00,M,297.7,309.5,2027,19.8,39,0,0,0,0,0,0
521,L47700,2024-06-04 08:00:00,L,297.6,309.5,1617,36.2,42,0,0,0,0,0,0
522,L47701,2024-06-05 08:00:00,L,297.5,309.4,1497,35.8,44,0,0,0,0,0,0
523,M15382,2024-06-06 08:00:00,M,297.5,309.5,1448,43.7,46,0,0,0,0,0,0
524,L47703,2024-06-07 08:00:00,L,297.4,309.4,1401,45.9,49,0,0,0,0,0,0
525,L47704,2024-06-08 08:00:00,L,297.4,309.4,1620,35.4,51,0,0,0,0,0,0
526,L47705,2024-06-09 08:00:00,L,297.4,309.4,1466,45.5,53,0,0,0,0,0,0
527,L47706,2024-06-10 08:00:00,L,297.6,309.5,1373,50.6,55,0,0,0,0,0,0
528,M15387,2024-06-11 08:00:00,M,297.6,309.6,1592,35.8,57,0,0,0,0,0,0
529,M15388,2024-06-12 08:00:00,M,297.5,309.5,1553,42.4,60,0,0,0,0,0,0
530,L47709,2024-06-13 08:00:00,L,297.6,309.5,1569,36.2,63,0,0,0,0,0,0
531,M15390,2024-06-14 08:00:00,M,297.6,309.5,1709,32.2,65,0,0,0,0,0,0
532,L47711,2024-06-15 08:00:00,L,297.6,309.5,1549,34.9,68,0,0,0,0,0,0
533,L47712,2024-06-16 08:00:00,L,297.5,309.4,1443,45.4,70,0,0,0,0,0,0
534,L47713,2024-06-17 08:00:00,L,297.5,309.3,1675,29.8,72,0,0,0,0,0,0
535,L47714,2024-06-18 08:00:00,L,297.5,309.3,1623,33.4,74,0,0,0,0,0,0
536,H29949,2024-06-19 08:00:00,H,297.4,309.3,1365,52.4,76,0,0,0,0,0,0
537,L47716,2024-06-20 08:00:00,L,297.4,309.3,1759,24.8,81,0,0,0,0,0,0
538,H29951,2024-06-21 08:00:00,H,297.4,309.3,1516,43.0,83,0,0,0,0,0,0
539,M15398,2024-06-22 08:00:00,M,297.4,309.3,1499,36.8,88,0,0,0,0,0,0
540,M15399,2024-06-23 08:00:00,M,297.4,309.3,1775,25.8,91,0,0,0,0,0,0
541,L47720,2024-06-24 08:00:00,L,297.4,309.4,1473,45.5,94,0,0,0,0,0,0
542,L47721,2024-06-25 08:00:00,L,297.4,309.4,1296,52.3,96,0,0,0,0,0,0
543,L47722,2024-06-26 08:00:00,L,297.5,309.4,1803,24.7,98,0,0,0,0,0,0
544,H29957,2024-06-27 08:00:00,H,297.5,309.3,1563,36.1,100,0,0,0,0,0,0
545,M15404,2024-06-28 08:00:00,M,297.5,309.4,1831,26.6,105,0,0,0,0,0,0
546,L47725,2024-06-29 08:00:00,L,297.6,309.4,1958,22.1,108,0,0,0,0,0,0
547,L47726,2024-06-30 08:00:00,L,297.5,309.4,1809,24.3,110,0,0,0,0,0,0
548,M15407,2024-07-01 08:00:00,M,297.5,309.4,1482,39.3,112,0,0,0,0,0,0
549,L47728,2024-07-02 08:00:00,L,297.4,309.3,1332,53.2,115,0,0,0,0,0,0
550,L47729,2024-07-03 08:00:00,L,297.4,309.2,1437,40.4,117,0,0,0,0,0,0
551,L47730,2024-07-04 08:00:00,L,297.4,309.2,1698,29.4,119,0,0,0,0,0,0
552,L47731,2024-07-05 08:00:00,L,297.4,309.2,1274,54.3,121,0,0,0,0,0,0
553,M15412,2024-07-06 08:00:00,M,297.4,309.3,1622,35.0,123,0,0,0,0,0,0
554,M15413,2024-07-07 08:00:00,M,297.4,309.3,1564,36.0,126,0,0,0,0,0,0
